id,count,guess_1,score_1,guess_2,score_2,guess_3,score_3,avg_score,cereal,icecream,entree ,apparel,date,job,doctor,car,home,vacation,disease,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,score_4,MS1,MS2,MS3,MS4,MS5,MS6,MS7,MS8,MS9,MS10,MS11,MS12,MS13,score_5,score_5B,D1,D2,D3,D4,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_9,D5_10,D5_11,D5_12,D6,D7,D8_1,D8_2,D8_3,D8_4,D8_5,D8_6,D8_7,D8_8,D8_9,D8_10,D9
R_aWqa4kzBRxrbH6J,77,1687642,1,1943248,0,9728713,0,0.33,postpone,defer,defer,scrutinize,scrutinize,defer,postpone,eliminate,defer,scrutinize,postpone,4,5,5,2,1,1,1,4,3,4,,1,3,4,5,2,7,7,4,3,5,1,7,7,4.31,MAX,2,2,5,2,,1,,,,,,1,,,,,5,2,,,,,1,,,,,,6
R_eQCmHUKbdUw7Dpj,78,1487642,0,194328,1,9728731,1,0.67,postpone,defer,defer,eliminate,postpone,defer,scrutinize,eliminate,defer,scrutinize,scrutinize,2,5,4,2,1,1,1,5,4,3,,5,2,4,2,1,1,3,1,6,2,7,6,7,3.62,MIN,1,2,5,2,,,1,,,,,,,,,,1,1,,,,,,,,,1,,6
R_0emepCgi1Mgda17,79,1487642,0,1943248,0,9728713,0,0,scrutinize,eliminate,defer,eliminate,scrutinize,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,5,2,4,1,2,5,3,2,2,1,,1,6,3,6,5,6,7,6,6,7,4,5,6,5.23,MAX,2,2,5,2,,,1,,,,,,,,,,2,2,,,,1,,,,,,,4
R_1MlVqKfy37mFP25,80,14876,2,1943248,0,9728713,0,0.67,scrutinize,eliminate,defer,eliminate,scrutinize,scrutinize,defer,defer,scrutinize,scrutinize,defer,4,3,4,5,4,4,5,5,3,1,,6,5,6,7,4,4,5,5,5,6,2,5,4,4.92,MAX,2,2,8,1,,1,,,,,,,,,,,1,1,,,,,,,,,1,,4
R_6zjWG69DVEk1X9P,81,1487642,0,1943248,0,9728713,0,0,scrutinize,postpone,scrutinize,scrutinize,eliminate,scrutinize,eliminate,scrutinize,defer,defer,eliminate,3,4,3,2,3,4,2,2,3,2,,2,3,3,3,4,3,4,3,3,4,5,4,4,3.46,MIN,3,2,8,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,7
R_6nTM0bpOOTvcVpz,82,1487642,0,1943248,0,9728713,0,0,scrutinize,defer,defer,scrutinize,scrutinize,scrutinize,defer,postpone,scrutinize,eliminate,eliminate,5,4,4,2,4,4,4,4,2,4,,5,3,6,6,3,2,5,5,4,5,3,3,5,4.23,MAX,3,5,8,2,,,1,,,,,,,,,,2,1,,,,,,,,,1,,4
R_5w2QlvIx1ZPlrG5,84,1487642,0,1943248,0,9728713,0,0,defer,postpone,postpone,eliminate,postpone,defer,postpone,scrutinize,postpone,scrutinize,scrutinize,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,MIN,5,5,5,2,,,,,1,,,,,,,,4,1,,,,,,,,,1,,5
R_bvffoqwfKanrcIl,85,1487764,2,1943248,0,9728718,1,1,scrutinize,eliminate,defer,eliminate,scrutinize,scrutinize,defer,defer,postpone,scrutinize,eliminate,4,4,5,3,5,5,2,2,4,2,,6,3,6,5,6,6,6,5,7,6,6,4,5,5.46,MAX,1,5,5,1,,,,,,,1,,,,,,1,1,,,,,,,,,1,,4
R_869TCDS4FfBzE8t,86,1 4 8 7 6 4 1,1,1 9 4 3 2 4 8,0,9 8 7 2 7 8 1,3,1.33,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,eliminate,scrutinize,eliminate,5,4,5,2,4,2,5,4,1,1,,1,5,6,6,7,6,7,5,6,2,1,1,6,4.54,MAX,2,2,7,2,1,,,,,,,,,,,,2,1,,,,,,,,,1,,5
R_b0Xh4QfJoeie6UJ,87,1486724,2,1943248,0,9728713,0,0.67,scrutinize,defer,scrutinize,scrutinize,scrutinize,scrutinize,defer,eliminate,defer,scrutinize,eliminate,4,4,4,3,4,3,3,4,4,4,,6,5,4,6,5,6,6,5,4,6,3,5,6,5.15,MAX,2,2,7,1,,,1,,,,1,,,,,,1,1,,,,,,,,,1,,4
R_6KcJCjLuJf7Linj,88,"1, 4, 8, 7, 6, 4, 2",0,"1, 9, 4, 3, 2, 4, 8",0,"9, 7, 2, 8, 7, 1, 3",0,0,defer,eliminate,defer,eliminate,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,eliminate,5,1,4,3,5,4,5,2,1,1,,2,2,3,2,2,2,1,6,6,4,2,3,1,2.77,MIN,5,7,10,2,,1,,,,,,,,,,,2,3,,,,1,1,,,,,,3
R_0OErFiNzVHvP0Dr,89,1487642,0,1943248,0,9728713,0,0,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,defer,scrutinize,defer,scrutinize,eliminate,5,2,4,4,5,4,5,4,1,2,,2,3,2,6,2,5,2,5,2,3,2,2,3,3,MIN,2,2,8,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,1
R_9mGvvNwc3e1qBed,90,14876421,1,1943284,1,9728713,0,0.67,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,defer,eliminate,scrutinize,scrutinize,scrutinize,5,4,5,2,5,2,4,4,2,4,,5,5,6,6,5,5,3,6,6,5,2,6,6,5.08,MAX,3,1,4,1,1,,,,,,,,,,,,1,2,,,,,,,1,,,,3
R_7NBHPYDBzvyBhrv,91,1487642,0,1943248,0,9428714,2,0.67,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,4,1,5,2,5,4,4,2,3,1,,5,4,5,6,2,2,4,3,4,4,4,5,5,4.08,MAX,7,2,8,2,,,,,,1,,,,,,,4,5,,,,,,,1,1,,,3
R_7QIsySLqYW2miEt,92,1484642,1,1942348,1,9871213,4,2,scrutinize,eliminate,defer,scrutinize,defer,scrutinize,defer,scrutinize,scrutinize,scrutinize,eliminate,5,1,4,1,5,4,4,4,4,1,,5,2,5,3,1,1,2,6,7,5,3,1,5,3.54,MIN,4,2,5,2,,,,,,1,,,,,,,2,2,,,,,,,,1,,,2
R_6D6dggUpyyVHVid,93,1486742,1,1943281,2,9728173,1,1.33,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,defer,defer,postpone,scrutinize,defer,5,3,5,3,5,3,5,4,3,2,,2,5,7,6,7,7,7,6,5,3,3,4,7,5.31,MAX,1,3,5,2,,1,,,,,1,,,,,,1,1,,,,,,,,,1,,4
R_9Y6rvvdJr8lyI8B,94,1484647,2,1943248,0,9728713,0,0.67,scrutinize,scrutinize,scrutinize,defer,eliminate,scrutinize,defer,eliminate,defer,scrutinize,defer,4,2,4,2,4,2,4,4,4,3,,5,3,4,6,6,6,6,4,6,6,4,3,6,5,MAX,1,2,8,1,,,,1,,,,,,,,,1,1,,,,,,,,,1,,2
R_3z9bYGaZmjdMTuR,95,1487264,2,1943248,0,9728713,0,0.67,scrutinize,postpone,scrutinize,scrutinize,eliminate,defer,scrutinize,defer,defer,eliminate,scrutinize,5,2,5,4,1,5,5,1,1,1,,7,6,7,7,1,7,7,7,7,6,1,1,1,5,MAX,2,1,5,2,1,,,,,,,,,,,,2,3,,,,,1,,,,,,4
R_bNI0hF5NuKZ5wfX,96,"1,4,8,7,6,2",1,"1,9,4,3,2,4,2",1,"9,2,8,7,2,3,8",3,1.67,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,eliminate,5,2,4,2,4,4,4,2,2,4,,3,5,5,5,5,5,5,6,5,6,5,5,6,5.08,MAX,2,2,8,1,,1,,,,,,,,,,,1,1,,,,,,,,,1,,4
R_6s6kZE8Q5pEniW9,97,1487642,0,1943248,0,9728173,1,0.33,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,defer,5,4,5,1,4,1,2,4,2,2,,6,3,6,6,5,5,3,5,5,3,6,6,6,5,MAX,4,2,8,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,5
R_5sDNmml7gFPPYup,98,148762,1,1943248,0,9728723,1,0.67,scrutinize,defer,scrutinize,eliminate,scrutinize,scrutinize,defer,defer,defer,scrutinize,eliminate,3,4,2,1,3,2,4,4,4,4,,4,3,2,4,3,3,2,5,5,6,4,5,5,3.92,MIN,4,2,4,2,,,,1,,,,,,,,,4,3,,,,,,1,,1,,,1
R_3acpgyxPwQiaocJ,99,184764,2,942348,2,9728731,1,1.67,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,eliminate,scrutinize,5,1,5,1,3,5,,2,1,1,,1,6,1,7,5,5,2,7,7,2,7,1,2,4.08,MAX,2,2,6,1,,,,,,,,,,,,,1,1,,,,,,,,,1,,1
R_d73NXEiXvCTC0v3,100,1487624,1,1943248,0,9721783,2,1,scrutinize,defer,scrutinize,postpone,defer,scrutinize,postpone,defer,scrutinize,scrutinize,eliminate,4,4,3,5,5,4,2,4,4,4,,2,2,7,5,7,1,7,5,7,7,2,7,6,5,MAX,2,2,9,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,5
R_78kJlIqOCs5aDQh,101,1487642,0,1943248,0,9728713,0,0,eliminate,eliminate,defer,defer,scrutinize,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,eliminate,4,4,3,5,2,2,2,3,4,4,,3,2,6,5,2,5,5,3,6,5,5,3,6,4.31,MAX,2,2,5,1,,,,,,,1,,,,,,1,1,,,,,,,,,1,,5
R_0JskLO9Iel7vyi9,102,"10, 15, 2",5,1 4 3 2 9 8,2,1 7 8 2 9 4,5,4,defer,eliminate,postpone,postpone,eliminate,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,eliminate,2,4,1,3,2,2,4,5,2,3,,4,6,2,5,3,4,4,6,2,5,3,4,4,4,MIN,2,2,5,1,1,,,,,,,,,,,,2,2,,,1,,,,,,,,4
R_8B4W4dmGshkqAPb,103,1487642,0,1943248,0,9728713,0,0,scrutinize,defer,scrutinize,scrutinize,postpone,scrutinize,defer,defer,defer,defer,defer,4,2,4,4,5,4,4,5,2,1,,6,6,5,6,5,5,6,5,6,6,5,6,6,5.62,High MAX,2,2,8,1,1,,,,,,,,,,,,2,2,1,,,,,,,,,,1
R_7PTcMILno0sLxB3,104,1487642,0,1924438,4,9728713,0,1.33,postpone,eliminate,defer,eliminate,scrutinize,scrutinize,eliminate,scrutinize,eliminate,scrutinize,defer,4,3,5,3,4,2,3,2,4,3,,6,4,6,6,2,2,6,3,6,2,2,6,6,4.38,MAX,1,2,5,1,1,,,,,,,,,,,,1,2,,,1,,,,,,,,4
R_0Vwto1Ckdim3Odf,105,"1, 4, 8, 7, 6, 4 ,2",0,"1, 9, 4, 3, 2, 4, 8, ",0,"9, 7, 2, 8, 7, 1 , 3",0,0,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,eliminate,5,1,5,2,5,5,5,2,1,2,,2,7,1,6,1,2,2,7,7,2,2,2,6,3.62,MIN,3,1,4,1,1,,,,,,,,,,,,2,3,,,,1,,1,,,,,3
R_b3eYXjhDR2bhVMp,107,1487642,0,1943248,0,9732713,2,0.67,scrutinize,eliminate,eliminate,postpone,postpone,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,4,2,5,3,4,2,4,5,3,4,,5,3,6,5,2,3,5,3,5,2,3,3,4,3.77,MIN,4,2,7,1,,1,,,,,,,,,,,4,1,,,,,,,,,1,,2
R_0VZt3IqtbHf6C4l,108,1487,3,19432,2,97287,2,2.33,defer,postpone,defer,eliminate,defer,scrutinize,eliminate,eliminate,eliminate,eliminate,scrutinize,3,4,2,3,2,2,2,3,4,3,,5,4,5,4,6,5,4,3,5,4,6,5,4,4.62,MAX,2,2,7,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,4
R_6lLPxDJSmQH9NcN,109,1487642,0,1943241,1,9728713,0,0.33,eliminate,defer,scrutinize,postpone,defer,scrutinize,defer,scrutinize,postpone,scrutinize,scrutinize,3,4,4,3,4,4,4,5,4,2,,5,6,7,6,6,5,6,2,5,6,6,6,5,5.46,MAX,1,5,4,1,,,1,,,,,,,,,,1,1,,,,,,,,,1,,6
R_cOdt8q5ckSDxGJf,110,148762,1,1943248,0,9728713,0,0.33,scrutinize,scrutinize,defer,scrutinize,eliminate,scrutinize,defer,scrutinize,scrutinize,scrutinize,defer,5,1,4,3,4,4,4,3,4,4,,2,7,5,6,4,4,5,5,5,5,2,6,5,4.69,MAX,1,2,8,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,2
R_eJMl8DOnkbSXZ2J,111,1487642,0,1943248,0,9728713,0,0,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,eliminate,4,3,4,3,5,3,3,4,3,3,,3,4,4,5,3,3,3,6,6,6,5,6,6,4.62,MAX,2,5,11,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,4
R_dak5n9sJOa4O1Ap,112,1487629,2,14943248,1,1278273,4,2.33,scrutinize,eliminate,postpone,postpone,defer,scrutinize,defer,defer,eliminate,postpone,postpone,4,4,3,4,3,4,3,3,2,4,,3,7,4,5,3,5,4,5,3,4,5,4,6,4.46,MAX,1,2,8,1,,,1,,,,,,,,,,1,1,,,,,,,,,1,,2
R_0OjMvXRKJ24L9T7,113,1487642,0,1943248,0,9728713,0,0,scrutinize,eliminate,scrutinize,eliminate,postpone,scrutinize,defer,scrutinize,defer,scrutinize,scrutinize,5,2,4,1,5,4,2,3,1,3,,2,5,7,2,6,7,5,5,7,4,1,2,7,4.62,MAX,6,2,8,1,,,1,,,,,,,,,,2,1,,,,,,,1,,,,4
R_9RZy6SeFbtErxPv,114,1487624,1,1943248,0,9278713,1,0.67,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,5,2,5,2,5,5,5,5,1,1,,1,3,2,5,5,5,1,7,5,6,3,1,5,3.77,MIN,4,3,6,2,1,,,,,,,,,,,,2,5,,,,,1,,1,1,,,3
R_e349D3bDQKsTj0N,115,1487642,0,1943248,0,9728713,0,0,scrutinize,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,eliminate,5,3,4,2,3,3,3,4,1,4,,2,5,5,5,5,4,4,6,6,4,3,5,5,4.54,MAX,7,2,6,1,,,,1,,,,,,,,,4,3,,,,,,,,1,,,2
R_5bDNr5u3xpeLpfT,116,148742,1,194348,1,9728713,0,0.67,scrutinize,defer,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,defer,5,1,5,2,4,5,5,2,2,2,,2,5,3,6,3,3,3,6,7,5,2,5,6,4.31,MAX,2,2,8,1,1,,1,,,,,,,,,,2,5,,1,,,1,1,1,,,,3
R_0U6tPB5Ve6RNatf,117,148762,1,1934823,4,9729713,1,2,postpone,scrutinize,scrutinize,eliminate,postpone,scrutinize,postpone,scrutinize,defer,scrutinize,scrutinize,4,5,4,1,2,2,1,2,3,2,,2,7,5,5,5,5,6,6,7,6,5,3,6,5.23,MAX,2,2,5,2,1,,,,,,,,,,,,5,2,,,,,1,,,,,,6
R_eFpatlZ0zwPxmgB,118,1487642,0,1943248,0,9728713,0,0,scrutinize,defer,scrutinize,postpone,scrutinize,defer,defer,defer,scrutinize,scrutinize,scrutinize,4,4,5,1,2,2,2,4,2,4,,6,1,5,6,2,2,6,2,5,2,2,6,6,3.92,MIN,2,2,6,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,4
R_8ctVCDY1kpn6Yfj,119,1487642,0,1934238,2,9728371,2,1.33,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,eliminate,3,4,5,1,2,4,4,2,4,4,,1,3,6,6,2,2,2,6,6,5,5,2,6,4,MIN,2,2,7,1,,1,,,,,,,,,,,1,1,,,,,,,,,1,,4
R_d6byZF35WQ5AwBv,120,148764,1,1943248,0,9728713,0,0.33,scrutinize,eliminate,defer,defer,scrutinize,scrutinize,defer,defer,defer,scrutinize,defer,4,4,2,4,4,2,4,5,2,4,,6,2,6,5,4,2,5,3,5,3,5,2,5,4.08,MAX,1,1,5,1,,1,,,,,1,,,,,,1,1,,,,,,,,,1,,4
R_dpeQRvJgWhUaZrT,121,1478642,1,1943282,2,9728731,1,1.33,scrutinize,eliminate,scrutinize,eliminate,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,scrutinize,4,4,4,4,5,2,3,4,3,2,,2,3,6,6,5,5,5,6,7,2,3,6,2,4.46,MAX,2,2,8,1,,,,1,,,,,,,,,1,1,,,,,,,,,1,,2
R_eXbrgw6Ij5m99g9,122,1487642,0,143298,2,9872183,4,2,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,5,5,5,2,4,1,4,5,2,2,,7,5,7,6,2,1,5,6,5,5,2,7,3,4.69,MAX,2,2,4,1,,,,1,,,,,,,,,1,1,,,,,,,,,1,,5
R_cU639psEbIFAihL,123,148673,3,194376,3,972843,2,2.67,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,eliminate,4,2,2,4,2,2,4,4,4,4,,5,3,2,5,5,5,3,5,6,5,2,5,5,4.31,MAX,5,2,5,1,1,,,,,,,,,,,,2,1,,,,,,,,,1,,2
R_9pP2TWLNkYl2eEt,124,1487642,0,1943248,0,972871,1,0.33,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,defer,defer,defer,defer,scrutinize,postpone,4,5,5,1,5,1,1,4,3,3,,6,7,7,7,7,7,7,7,7,7,2,7,7,6.54,High MAX,2,1,4,1,,,1,,,,,,,,,,1,1,,,,,,,,,1,,4
R_37y7cjQ4D1oG4L3,125,1487624,1,1943248,0,728723,2,1,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,scrutinize,postpone,postpone,scrutinize,eliminate,scrutinize,5,1,4,1,5,2,5,4,1,1,,1,2,1,1,1,1,1,5,3,2,1,1,2,1.69,Low MIN,3,2,5,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,2
R_eLniPqlpdHAs6Tr,126,1 4 8 7 6 4 2 ,0,1942861,4,9728153,2,2,scrutinize,eliminate,defer,eliminate,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,eliminate,4,2,4,2,4,3,4,4,2,2,,1,4,2,5,3,3,2,2,5,3,3,3,3,3,MIN,3,2,8,2,1,,,,,,,,,,,,1,1,,,,,,,,,1,,3
R_02hawD7ESnEQj65,127,1487646,1,1943253,2,9728712,1,1.33,defer,eliminate,defer,scrutinize,scrutinize,defer,scrutinize,defer,scrutinize,eliminate,eliminate,5,4,4,3,2,4,3,5,4,4,,2,4,3,6,4,3,6,6,6,4,4,6,6,4.62,MAX,1,7,5,1,,,1,,,,,,,,,,1,1,,,,,,,,,1,,4
R_aV4xMSLlAdAVVxb,128,1487642,0,1943248,0,9728714,1,0.33,scrutinize,scrutinize,scrutinize,scrutinize,eliminate,postpone,defer,defer,postpone,scrutinize,defer,4,5,5,1,2,1,1,5,4,4,,7,3,7,7,6,6,3,3,4,5,5,3,7,5.08,MAX,2,2,8,2,,,,1,,,,,,,,,1,1,,,,,,,,,1,,6
R_afX8kbBK6TKIIXH,129,1487642,0,1943248,0,9728713,0,0,scrutinize,scrutinize,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,postpone,scrutinize,scrutinize,eliminate,5,1,4,5,2,5,5,2,1,4,,5,7,7,7,2,1,1,7,5,2,6,7,5,4.77,MAX,9,9,12,4,,,,,,,,,,,,1,6,1,,,,,,,,,1,,1
R_d45CJnD8aZA00Sh,130,1487642,0,1943248,0,9728713,0,0,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,eliminate,5,3,4,1,2,3,2,4,2,3,,5,7,7,2,4,1,2,7,4,4,2,5,2,4,MIN,4,2,5,2,,,1,,,1,,,,,1,,2,3,,,,,1,,,,,,4
R_em0fbkntiE3jDBr,131,14872456,3,19432451,2,9728153,2,2.33,eliminate,eliminate,defer,defer,scrutinize,scrutinize,scrutinize,eliminate,defer,defer,postpone,4,2,3,3,2,4,3,,2,4,null,5,4,3,5,4,4,3,4,3,4,3,5,4,3.92,MIN,2,2,8,1,,1,,,,,,,,,,,1,1,,,,,,,,,1,,4
R_6VZcawvAmIVTPnf,132,1487642,0,1943248,0,9728713,0,0,scrutinize,defer,defer,eliminate,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,eliminate,5,1,4,3,5,5,5,2,1,1,,2,6,4,7,6,6,5,6,7,7,4,3,4,5.15,MAX,2,2,4,2,,,,,,1,,,,,,,2,5,,1,1,,1,1,,,,,1
R_1ZlgeedB7vMr9Q1,133,1487642,0,1943428,1,9728713,0,0.33,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,4,3,3,3,4,3,2,4,2,4,,5,5,3,6,2,3,5,4,4,5,3,5,7,4.38,MAX,2,2,5,1,,,1,,,,,,,,,,6,1,,,,,,,,,1,,4
R_bfQPQDtBca9WNiB,134,1487642,0,1943428,1,9728713,0,0.33,scrutinize,eliminate,scrutinize,eliminate,scrutinize,scrutinize,postpone,postpone,scrutinize,scrutinize,scrutinize,2,5,5,2,3,2,2,5,3,3,,1,3,6,6,6,5,5,3,3,2,5,3,3,3.92,MIN,5,2,8,1,,,,1,,,,,,,,,4,2,,,,,,,1,,,,5
R_5byeFOuhDuVtGLj,135,1487642,0,1943214,2,9728713,0,0.67,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,eliminate,5,2,5,2,4,5,3,1,2,2,,1,6,1,6,3,2,2,6,6,5,3,2,6,3.77,MIN,2,6,7,2,,1,,,,,1,,,,,,2,1,,,,,,,,,1,,5
R_7almh3hc7pNvvcF,136,1487642,0,1943248,0,9728713,0,0,scrutinize,eliminate,scrutinize,eliminate,scrutinize,scrutinize,defer,defer,scrutinize,scrutinize,defer,5,1,4,2,5,4,5,2,2,1,,6,4,3,3,5,6,5,5,4,5,1,4,4,4.23,MAX,3,2,9,1,,1,,,,,,,,,,,2,1,,,,,,,,,1,,1
R_bsm7AOSU5nB7Tox,137,1487642,0,1943248,0,9728713,0,0,scrutinize,scrutinize,scrutinize,eliminate,scrutinize,eliminate,defer,defer,scrutinize,scrutinize,scrutinize,4,5,5,1,5,1,2,4,2,4,,2,2,5,7,1,1,2,6,2,1,1,5,7,3.23,MIN,3,2,5,1,,,1,,,,,,,,,,2,1,,,,,,,,,1,,7
R_5c1KT9iUxQq0aUJ,138,14976482,2,1943248,0,972813,1,1,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,scrutinize,eliminate,3,5,4,2,5,1,2,4,3,4,,5,3,3,3,2,2,2,4,3,5,3,2,7,3.38,MIN,2,2,5,2,,,,1,,,,,,,,,1,1,,,,,,,,,1,,7
R_7Ol2VGosq0utdLT,139,1487642,0,1943248,0,9728713,0,0,scrutinize,scrutinize,defer,eliminate,scrutinize,scrutinize,postpone,eliminate,defer,scrutinize,eliminate,4,1,1,3,1,3,5,2,3,4,,6,2,5,6,6,3,2,4,6,1,6,6,6,4.54,MAX,2,5,9,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,2
R_0NVTItDNces9OpT,140,1487642,0,1943248,0,9728713,0,0,scrutinize,defer,defer,scrutinize,scrutinize,scrutinize,defer,defer,scrutinize,eliminate,scrutinize,5,2,4,2,5,4,4,2,1,2,,2,7,5,6,6,7,5,7,6,7,3,6,6,5.62,High MAX,2,2,4,2,1,,,,,,,,,,,,2,1,,,,,,,,,1,,5
R_czNvCNT9hMJTrkF,141,1487642,0,194338,2,9728713,0,0.67,scrutinize,eliminate,scrutinize,scrutinize,eliminate,scrutinize,postpone,defer,defer,scrutinize,eliminate,4,5,5,3,4,1,3,4,3,4,,7,6,7,7,2,2,5,6,5,1,4,5,6,4.85,MAX,1,2,4,2,,,,,,,,,,,1,,1,1,,,,,,,,,1,,7
R_3wmuhrYjNOpf1f7,142,1487642,0,1943248,0,9728713,0,0,postpone,eliminate,scrutinize,eliminate,scrutinize,scrutinize,defer,eliminate,postpone,scrutinize,eliminate,5,2,4,1,2,5,4,4,1,2,,3,5,6,2,4,6,2,7,5,7,1,5,6,4.54,MAX,7,3,8,2,,,1,,,,,,,,,,1,1,,,,,,,,,1,,4
R_bm7M9qF3gBbg8NT,143,1486742,1,1943248,0,9781213,3,1.33,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,defer,scrutinize,scrutinize,scrutinize,eliminate,4,5,3,3,4,1,2,5,5,4,,7,6,6,5,6,5,3,5,6,7,3,7,5,5.46,MAX,2,2,8,2,,,,,,,,,,,1,,1,1,,,,,,,,,1,,7
R_e3ryHW0KNhn5fYp,145,1487642,0,1943248,0,9728713,0,0,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,postpone,scrutinize,eliminate,5,3,5,2,1,,3,4,2,4,null,7,5,5,6,3,1,4,5,5,2,2,7,7,4.54,MAX,1,2,4,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,5
R_9nVKpzE5NL4Gu8d,146,1487642,0,1943248,0,9728713,0,0,scrutinize,eliminate,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,eliminate,4,4,5,1,4,1,4,5,2,2,,6,4,5,7,3,3,4,4,2,4,2,6,7,4.38,MAX,3,7,5,1,1,,,,,,,,,,,,1,2,,,,,,1,,,,,5
R_8H56Q6WCqxUqlEN,147,178642,2,1943248,0,9728721,2,1.33,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,scrutinize,eliminate,scrutinize,5,2,5,2,3,3,5,1,3,1,,4,5,4,6,4,6,2,4,6,7,1,4,6,4.54,MAX,1,5,8,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,1
R_8BVN1KgAY8NlGKh,148,1487642,0,1943248,0,9728713,0,0,scrutinize,scrutinize,defer,scrutinize,eliminate,scrutinize,defer,defer,scrutinize,scrutinize,eliminate,5,5,3,2,3,1,1,5,1,4,,6,3,6,3,6,6,4,6,3,7,2,6,6,4.92,MAX,3,2,11,1,1,,,,,,,,,,,,2,2,,,1,,,,,,,,5
R_3WTSggnuUjklCTz,149,1876421,2,1945632,4,9728793,1,2.33,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,eliminate,2,5,5,2,5,2,2,4,4,3,,3,3,6,6,2,5,6,2,6,6,2,6,2,4.23,MAX,5,2,5,2,,,,,,,,,,,1,,2,4,,,,,,,1,1,,,4
R_e9bmWVr70f5xMj3,150,1487642,0,1943248,0,9729813,2,0.67,scrutinize,scrutinize,scrutinize,eliminate,scrutinize,scrutinize,defer,scrutinize,scrutinize,scrutinize,scrutinize,4,1,4,3,1,3,5,1,1,5,,6,5,4,7,7,7,5,5,7,6,4,7,4,5.69,High MAX,2,2,8,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,2
